generation,max,mean,std,min
197,1298.1073079162984,1103.4314969100528,121.04735317476826,760.4310517023952
198,1326.2615452384075,1083.1975076237732,129.46449828659757,873.7462996035158
199,1300.2164139519239,1087.6621339442547,123.6929925141103,896.7908838962287
200,1326.493725542299,1088.8702361748683,134.11308819438418,880.7414252950066
201,1308.0012951192534,1121.166730792921,126.25953270247184,827.1930946356237
202,1357.7348771268187,1092.8312178395176,131.49607770386297,881.1518485213331
203,1385.2921282090915,1089.5935097023064,147.8936588922111,807.5053382472356
204,1311.6769444519375,1107.7967518183707,143.7011476537584,763.6069902145218
205,1332.8654885307078,1087.5685858537859,137.66430169539143,830.3657118426647
206,1310.2136336602302,1101.171280694016,140.87472393195645,825.5259375374851
207,1330.6320352809742,1104.6692793628388,131.75280674517,880.5036831243751
208,1327.35638963554,1097.762700298176,151.62273388233527,728.1111285813262
209,1330.5228795431235,1131.5213267020454,146.67997874844008,857.2944310256246
210,1323.91410916312,1094.1757729544663,138.7473258210506,814.8375832434341
211,1344.4827541713482,1117.1564536887277,143.94423826535538,830.0600460229116
212,1357.1841806473121,1140.8749121362769,149.37007435430166,815.5761058529916
213,1327.6434312446331,1143.7357194906335,142.2228248538556,790.1771049793495
214,1370.3033874326252,1129.388252615504,144.7411965551732,840.5973918540718
215,1358.5557537199852,1159.6469477643157,150.88485360064357,841.3702252728565
216,1368.2557979167227,1106.1333520077812,167.12256439249555,750.7005006604312
217,1374.7649266004769,1166.5183161901455,140.0251102225632,900.1548509331503
218,1408.5298838553624,1148.2896656670387,161.4183223492999,770.4384338895134
219,1332.9414237875474,1078.755849709288,147.90405460189996,820.5966590641929
220,1379.2113538158014,1144.2854881461137,156.20216087508314,887.5574643507792
221,1354.3397027064136,1167.7590849749881,146.8695829975556,895.5719672772468
222,1372.115971099139,1151.5002147213122,153.46209817130386,902.0440126572303
223,1373.364993346683,1106.1367017624812,159.0370211936586,781.2686049148699
224,1373.9029795069953,1139.1315457000037,152.17384739220006,791.8978547370735
225,1381.7391919803215,1155.6791998632498,151.46086688685935,902.5219853891471
226,1364.7362761156578,1167.3263114887209,157.26660997387094,759.531246354221
227,1379.588976961864,1178.6504393408395,148.71018980447684,855.2949811941286
228,1396.6016304146506,1125.9612162711692,161.71097164020668,873.294176295183
229,1387.1418768374965,1141.7916749383983,131.4718884827652,933.6039131422649
230,1451.9766384241018,1191.3042194353322,173.25500379761775,770.4976364251567
231,1494.944740846781,1143.4281530777619,182.72450289445945,833.8885370464328
232,1441.8166642326473,1162.6381538281073,199.2267595975729,507.06720678150515
233,1505.9586366205592,1143.58763018257,195.6930882918054,787.8335115061197
234,1516.7284256777807,1144.8641856000684,199.78171978104172,761.4460647537778
235,1565.5718516820355,1119.5617446776853,244.21754479914426,505.6898195372378
236,1424.4356309728462,1160.8996641865647,193.49432561282103,817.4800346767005
237,1533.3545125251362,1214.1038162497177,182.73350690801328,865.6121999151774
238,1533.2102265268306,1151.8099566899082,216.9274620333944,705.0226093688315
239,1455.2205690636852,1172.0119852117773,213.54298151398334,678.4077401093389
240,1465.7896137751547,1126.577157381207,201.779515342543,733.9861119496716
241,1447.1434823965299,1137.6254385254817,171.97248862094315,851.8578521695688
242,1501.1327184626616,1181.2228599643838,215.78203469484254,642.8430177280632
243,1526.5138281838595,1160.3158758366528,187.3073907905618,669.7803074622851
244,1536.2733174544487,1214.5327793715442,209.70864844141028,800.0416988796134
245,1603.0681285965013,1218.838194381944,231.9722184533322,876.8355541705541
246,1499.2569237192329,1156.4828612176789,229.5763942078555,402.6162266610691
247,1526.639985728221,1222.8149247319,218.69562434645056,814.6680673526328
248,1538.7414758658954,1225.693716111811,198.27194806099104,669.0960095388758
249,1546.3405196019285,1160.6345170209436,211.44093280946913,828.8997877269436
250,1544.5731788749952,1210.0092386059941,215.2698381295222,807.5375554980576
251,1556.9613291008761,1222.3903169930468,211.3817255044228,745.0851304087789
252,1572.6190785654476,1246.983171315005,214.12058007274547,810.3561108477578
253,1673.5180904443055,1183.1607945885837,247.50389030103395,823.2093197059528
254,1644.7802635020532,1162.2406912390115,267.08246402559683,476.0920045042664
255,1608.0742867852427,1266.8264350467416,275.9781290268048,706.5510221505215
256,1613.7880730210022,1206.0995794462413,258.72088704574475,749.6216014267001
257,1640.3727471811158,1234.3682409028684,237.50187429318353,756.1553461048766
258,1613.187662466865,1228.9072021934442,220.48741065728265,671.6514437553075
259,1574.5223387781023,1242.2719493386944,260.4275967535422,628.3441941268937
260,1612.462210424368,1276.7365229662412,226.17147326697344,677.2484285208778
261,1621.440247506835,1296.97951338149,230.02581543653216,632.5312887972482
262,1615.1505699024053,1228.8102789103605,237.8607188517677,776.4675234128083
263,1636.4936838624194,1251.423077104546,276.09391232293416,635.4209521677259
264,1536.9358427955817,1265.9626031232265,236.7451329277753,782.0531743730103
265,1622.3216560009662,1333.6647249992227,193.06847933111632,747.2957065140729
266,1601.1382178087656,1234.6098257392011,246.32594896063375,731.0786633104811
267,1665.6886635218616,1218.0191346648587,260.7784073588649,726.2242517464714
268,1635.9945147628655,1341.943438946513,199.04052964353346,707.4937366931741
269,1564.5676000282697,1276.9426237825644,212.3050976674938,806.5039884055325
270,1594.3367167533372,1291.0058142038165,224.93309992124674,669.749824685299
271,1635.1659064426724,1285.5144905783357,259.04211238729215,714.2641515812622
272,1598.378274460712,1316.4080777731513,208.53739815427252,758.5274315867985
273,1601.4048084433327,1300.6236884482926,223.74088605931772,805.811730720185
274,1654.0280917294174,1340.5849365530894,205.57059774672294,687.3687360872584
275,1656.2153025583088,1298.7543818219328,242.94287519968108,810.3727936961599
276,1649.6328371321488,1349.267748252729,219.48832930666234,791.2216326379123
277,1614.0594321985543,1275.0523798899474,221.9822880868777,787.0044981309857
278,1653.798207002485,1292.1119106849685,246.34676300975664,761.2687925640929
279,1636.8972873779962,1306.5357662046754,262.60153233815436,668.0917169408593
280,1633.6213847090535,1231.835407575686,273.06305629848316,765.6352012582004
281,1641.842693102494,1253.0198640100423,292.7190716134888,593.7465839751906
282,1629.6810585292662,1279.202854640079,245.51593003342,773.3429090243019
283,1638.2129092791154,1253.1771684998416,285.13564078838976,626.773748236644
284,1677.4376318464704,1308.0525363439076,247.22336446810397,736.9839676759035
285,1670.2661647695866,1342.0758836936843,216.67726003071093,770.3677747467893
286,1579.13100119049,1253.571880813364,215.1062909065579,757.0630603625086
287,1655.18884096752,1320.29423114631,242.60160135431434,720.534951635593
288,1708.4535332148603,1340.6670457259306,234.59731760464524,784.4050604339465
289,1644.7548779336134,1293.4023973035878,254.89624421794298,623.3497148477456
290,1680.629004021129,1306.3837969341714,260.07797513388255,610.0082405436708
291,1647.8948313369099,1284.9260020914717,279.7679310087156,583.3198057882611
292,1642.1046958386783,1360.1987241046256,225.8859413043388,601.7098947126312
293,1634.5437715556038,1290.1488272619106,268.51965197412574,755.555458152323
294,1682.9727139604151,1329.4102763641774,290.0402195696695,181.36574233817197
295,1656.761028059204,1299.4728144720864,263.77175880294436,650.9804924296286
296,1707.5473460477958,1374.174201710638,253.26370185606237,548.1155259883785
297,1743.2525343743241,1379.5610776577919,217.76527802830006,776.0895316083912
298,1652.6885470957102,1346.447451433744,230.77294552698524,761.0060652005232
299,1727.3105633119023,1322.3772874625524,296.45502511802454,588.4133858116475
300,1659.6655059587472,1359.0101678058825,244.74546477146734,702.5393009736359
301,1710.4546263086927,1322.9345902992707,302.92184993375275,720.231164378511
302,1653.4442329841004,1370.0254462907092,211.68386532440817,870.4021635964502
303,1755.024424314177,1397.2487017352883,253.69725508454357,773.3070330710718
304,1735.2722860453164,1323.1816600018858,277.52260166326516,854.7605949605546
305,1825.4386804021028,1386.5953326940403,280.7719659473759,591.1765277289969
306,1736.2276814393522,1425.7422331925948,232.96865311144956,714.8996333648037
307,1764.8144146756774,1442.934142933927,239.29837759620298,723.493046661315
308,1760.2837420376054,1371.8114086123458,307.11573410618433,696.860131396411
309,1811.8291713264457,1470.4225130079392,263.9855051622534,629.4516485539718
310,1770.8356940114834,1490.4334786625236,269.5021188815604,678.4438150304912
311,1788.2546185577478,1371.568869417478,308.75942304523056,658.4646817683124
312,1800.036417879736,1500.6689098839042,258.31276621827385,722.3633396524938
313,1747.6549628137986,1322.1417748928395,343.5141398574214,524.4862566762671
314,1808.4005525207026,1437.5455483359274,261.8492621039648,854.7486174760182
315,1780.0972902780427,1453.4140836024371,227.09921857306995,802.3004957052128
316,1850.3556646860354,1415.8746814016456,302.50118910029073,632.3355631335568
317,1801.5220270768725,1380.6575914279001,287.30865485595103,719.6053119645467
318,1784.1460031974952,1406.2869392139514,309.548976943751,663.1527406284197
319,1768.0123199661418,1425.0373096896767,251.8136319428598,580.2762088817873
320,1754.4657050570336,1471.1291252055491,203.9776804218802,973.5083031252703
321,1797.8549825153234,1456.5394962030407,283.7508685632634,608.2835634968558
322,1763.2441624981839,1348.9987639399574,272.3262990148159,667.7013853842363
323,1811.0206857965732,1450.809087040745,264.51747463848176,762.0944132089393
324,1789.981637905398,1480.5979974614943,221.9550893164291,915.7124274136755
325,1760.3346932762856,1446.201586276929,250.0734151635455,806.5702673900583
326,1781.8059707720597,1427.6691288844208,292.1160223552179,621.5762100726653
327,1824.6544199585908,1358.6170378905722,355.89910668375256,579.0764933807625
328,1749.6647988843124,1424.9790347980495,237.44776390392997,860.3954923984813
329,1768.6851304719014,1389.9534540098239,288.1789401003078,512.8354837648826
330,1748.6568643482337,1449.811178975271,243.25833512058338,751.4978600538707
331,1813.8226666510368,1421.3058302995526,338.6048413208399,559.333436248736
332,1817.4488264300867,1482.3198248153997,237.6277661763707,740.9574610639432
333,1785.827068282712,1430.7772477121553,293.6761882096078,526.9709650239453
334,1829.930180228829,1433.2074794760865,309.8608243291737,623.5562303907577
335,1773.2782545369523,1379.1281858451134,296.6898443137469,462.293503959824
336,1779.3868639068714,1386.9379165214395,285.8275468073825,743.923162032457
337,1788.1839054824056,1346.7259364373322,329.4354957241741,205.04763544171806
338,1760.325980082016,1437.6695692706178,291.9905556934217,538.2869086927423
339,1810.022743220225,1496.3249391143252,224.1382425918502,872.4497296796657
340,1830.112900681439,1493.3872514786,263.27562015313555,685.9775592243188
341,1778.1436662211022,1467.8200162745138,276.2791886835013,670.3234565272656
342,1781.2033584069154,1462.517677653538,252.16413420498583,698.3331536129688
343,1780.7872256187457,1461.592778213881,259.05293515854237,643.4085437196056
344,1813.5079655972597,1444.4169512134386,258.1809349823365,805.1432497631255
345,1797.1433917309564,1428.4077618603071,271.9799378939777,561.6858879081271
346,1784.0745597081282,1481.9765519441034,256.290007669042,815.8557368946141
347,1832.46185115587,1523.2540205232551,174.6356016777414,1114.5348642111046
348,1767.3006937686318,1387.2393893178994,305.0281074309531,746.4667255803863
349,1812.9773117087414,1452.210864552938,296.0784610229005,476.7570972998603
350,1803.5258774230279,1435.8225082792724,259.4344889229396,707.8805248069359
351,1768.367798837488,1507.9699564386842,217.75126829334803,855.0563320679266
352,1774.137654608734,1516.599699482892,242.52116786901905,514.4970098617503
353,1752.7209694953067,1469.7439684178885,275.45390485077047,593.8356179838307
354,1737.0349161344816,1450.1254082816924,303.72250630627593,506.80328529490015
355,1800.5358052749293,1504.7206721115538,231.86515406830824,743.9459456304256
356,1807.1187921172454,1543.0056024966657,219.15663563194377,766.2922853081426
357,1804.8853207732077,1506.7465457034718,214.40880562210455,929.5729696375472
358,1779.8241465722447,1473.9972365292615,271.42807135075,508.3292477567211
359,1805.5468542434496,1501.6713078439632,241.05102629252664,747.7973289284372
360,1808.3891244824267,1513.002173943734,238.3186168812745,770.1839777275012
361,1792.1662287042395,1571.1103968320845,215.70314809360926,583.2580286818244
362,1793.1438650352368,1401.0398497788053,343.13202372623294,486.37822469161074
363,1796.0068651261524,1534.256901065022,217.82459444325005,787.3677004070488
364,1800.2598066447467,1491.4200646120546,254.0274908035321,733.2358672499107
365,1859.6420986192873,1513.272384719729,252.3868153398771,787.2309211012717
366,1797.9072282263628,1472.2269308117661,238.1951291752451,806.1441751904874
367,1795.79121294332,1483.3523860764333,281.93838954803,543.9404925730728
368,1774.7264011293305,1465.2232540011132,231.4316060932014,916.6870293506215
369,1788.4242123170939,1431.313642772371,283.34703251309355,621.7327527475816
370,1799.93112169212,1444.7477093983089,286.53251298391973,653.8844038940327
371,1812.212895758533,1522.4452371189552,218.8622744520424,766.9100335931519
372,1799.1502875928556,1426.9325942202022,287.161270737457,732.6096846382325
373,1770.8840567888153,1474.7240563175683,273.26291535501724,716.3745190138272
374,1798.5349782946228,1443.677192676324,297.47307134260654,410.02104178137097
375,1804.3534959996591,1396.394212668821,353.0736840505418,458.53799787924197
376,1826.6999617332597,1442.3978523562287,277.78249387492986,724.5344928336043
377,1772.9424829517727,1385.7562245405302,343.72267347984865,408.8175929672792
378,1766.0078279804734,1498.201993984348,200.6650307254645,824.1925100898185
379,1738.756760886903,1404.4686309212714,260.77575774062365,735.989518683253
380,1734.976776131704,1456.3004781451068,259.45540637837706,671.4110829514934
381,1796.084398790676,1504.2022843216973,226.95932290187474,673.1822605363341
382,1770.2735211699703,1507.3757115427925,200.73980863813202,863.3821643557228
383,1799.9007116407186,1458.5097452140221,235.8784788876343,871.6967398706107
384,1769.495381774816,1442.9358386459155,277.5580218008523,602.1987739657645
385,1805.6636388059874,1484.248903540963,184.201077581679,893.439368305824
386,1780.296670944943,1442.0819170520554,281.3071632499033,622.1140174004094
387,1773.3161562681332,1438.8283310576073,259.6012937210633,664.3243313696181
388,1775.7261883013985,1374.852360247645,296.46450101351724,600.4295069320499
389,1791.7530342793175,1476.1090438034623,232.14760717760086,661.9293759368143
390,1745.750710658246,1477.0203870528776,199.47412368818712,797.878818490284
391,1794.8700218662732,1467.2713046079728,257.691007678454,749.7899927560438
392,1838.4896056479702,1537.0433638577158,210.12495086288334,864.7285114062413
393,1868.1209464211436,1529.8048247316706,238.05973664266116,884.6863306543668
394,1802.8357258426026,1565.5672295217055,173.90376535501005,917.3244591106511
395,1857.4356539382757,1523.502635543068,253.2388410340427,834.9530422655658
396,1835.8928876686048,1518.321090824654,225.70670678833974,951.7379922475066
397,1870.5561291228219,1498.7654294389822,300.66682934893845,663.4607902727062
