generation,max,mean,std,min
233,-20.391908354819254,-27.291510382908694,2.573860751761334,-32.63207101981374
234,-23.21495931268924,-27.695869300874953,2.514926831630366,-33.14900108608937
235,-16.370391743509384,-26.267737022626704,3.351776145414224,-31.662150224414283
236,-19.928312435196425,-26.788737169197365,3.1100779463388615,-32.96112210056803
237,-22.020007162417226,-27.123153032510334,2.600674324617788,-32.267684586937634
238,-19.700298765596212,-27.338041164414516,2.7510990514087443,-33.10488620834696
239,-21.163729801285193,-26.53365494447884,2.806301618971822,-32.93081958864177
240,-23.30109686746866,-27.833004697806693,2.4308230314912214,-31.994608468433434
241,-19.593034404570027,-27.457466302812236,3.1736529500196937,-35.27132485515791
242,-22.962839882800722,-28.257516705893973,2.503229286610908,-34.36694183059921
243,-21.441864851851655,-27.55942031051694,2.4841023588771325,-32.31481138218321
244,-22.048469746596176,-27.488008544636067,2.797829920974734,-32.726980444858604
245,-21.830406167440938,-26.949367200595592,3.322580527866062,-32.752599450690255
246,-18.83818226790561,-27.131759625916423,3.740264818214852,-33.31874195973357
247,-20.84042544963153,-27.420349652492316,3.15633099083005,-33.571125911772036
248,-21.255147750276468,-27.54255315576512,2.849993435047251,-33.50317506820886
249,-23.93497489816995,-27.804114819628158,2.217154972571565,-31.824038706287972
250,-20.726862278740523,-27.636271693780987,3.174695696700681,-33.19869428886488
251,-22.490682729261714,-28.312533112846985,2.763660708866294,-33.16999634096108
252,-18.96555229415288,-27.37238497549555,3.1379059272041063,-35.27708066167307
253,-22.494049977891976,-27.279560792087338,2.6187080854679117,-33.11022995878516
254,-21.442754390705566,-26.88126102290875,2.520926465537574,-31.64851725127437
255,-21.91448585437894,-27.25905769108387,2.588899405956781,-32.348728528362486
256,-23.68364418961071,-26.841235378826493,2.0437880726118056,-31.594621662107265
257,-20.362108202135566,-27.081640292423327,2.8504156485419605,-32.3158850603395
258,-18.441796060782615,-26.226576458503565,3.1475469339860433,-34.248271210873234
259,-22.487618102002312,-27.814974367133583,2.182906883931817,-30.992747535105472
260,-20.299951884787596,-27.33810613414889,2.857585795805911,-32.3907578956297
261,-22.069815621488104,-27.045961524798194,2.295284681031666,-31.619556567058943
262,-21.640470965887168,-26.380093555912953,2.662436639031792,-31.525372804593513
263,-22.476929922512095,-27.48889961816168,2.9506467423016343,-36.356246851113674
264,-19.219445915554413,-27.2291606835298,3.6462318407641066,-33.264773873564444
265,-20.645417342841853,-26.97488034419672,2.7571096214640534,-31.626277573997005
266,-20.14421165641577,-27.130455053091055,2.6818331092054364,-33.38594371392455
267,-19.455656233831945,-26.867971713642206,2.911989515189602,-33.222482412876175
268,-20.007979281900347,-27.1624322327255,3.0113891583602395,-32.74626840922497
269,-21.85371359947325,-27.621278964339336,2.601132967470448,-32.37530246988203
270,-22.593505905308202,-27.305506192813976,2.4553408822374627,-31.33221238150921
271,-22.80955973454596,-27.829412780080165,2.6933332598728414,-33.002852414751146
272,-20.516743357558813,-26.666556332338182,2.9476927945518394,-31.118590602376607
273,-20.8173873591789,-27.191564120185753,3.015980841291724,-33.53980907202127
274,-20.62138563940017,-27.315693731036028,2.7371416791664474,-32.822113792195765
275,-21.99276975798576,-27.283787456573755,2.7041395817182705,-33.646210110852834
276,-21.69729293484494,-27.349722552681637,2.921229101920229,-31.98936927553649
277,-20.69444515183212,-26.76783179420536,3.069676374496412,-33.295503023558275
278,-22.014994371932666,-27.668346242449317,2.9472656742406858,-35.596597164784036
279,-22.25360290943695,-27.096530811282285,2.2670792486698166,-32.7269702853694
280,-22.749978926454197,-26.98211561401779,2.7146755167899492,-33.1670731083744
281,-20.017242935430865,-26.267589317813858,2.791987710115215,-32.172114239652316
282,-21.225207303307112,-27.233526517129704,3.1284032161218356,-34.44430136375774
283,-17.535766232874202,-27.502123689869354,3.0134836896380643,-31.891046065157262
284,-21.793380377938085,-27.448511261273136,2.161320184064718,-31.240155012081864
285,-19.389937492332933,-27.396558292075458,2.986526925623203,-32.505307332116665
286,-22.218103480633207,-27.499312864938403,2.726927538910262,-34.26112278865316
287,-20.87488632017544,-27.68321923734393,3.2210332499336234,-32.867098603292135
288,-19.28302690633934,-27.416065121377173,3.1043265850404955,-32.885521773979704
289,-21.333792876680953,-28.003604462244724,2.377778332943625,-30.87422902954436
290,-20.911364287365043,-27.365156972871784,3.2587804167328493,-33.249933114377725
291,-18.696609497032647,-26.964355484113227,2.580923922481175,-30.304135538413398
292,-21.146380560929657,-28.177629324067144,2.525428362376132,-32.4082080189849
293,-17.0136136667993,-26.875418992930623,3.3066698172617444,-32.60041813189955
294,-20.76661602171787,-26.44119263463504,3.3532123305137733,-35.008671055947836
295,-21.794537910445307,-28.40760947613359,2.7351582420685445,-34.27564994427782
296,-23.271123904293457,-27.770197565228216,2.6815208810448503,-34.717714894952834
297,-22.530948666196828,-28.44166702388323,3.0191955492458655,-33.80682002960807
298,-21.177161361099227,-28.357330515742866,2.9602925312141792,-33.45762159117652
299,-21.46354999386849,-27.28827410960898,3.181611603744348,-33.00674190442675
